"物件番号","データ種類","物件種別","物件種目","会員名","代表電話番号","問合せ担当者（1）","問合せ電話番号（1）","Eメールアドレス（1）","図面","登録年月日","変更年月日","取引条件の有効期限","特優賃区分","都道府県名","所在地名1","所在地名2","所在地名3","建物名","部屋番号","その他所在地表示","棟番号","沿線略称（1）","駅名（1）","徒歩（分）1（1）","徒歩（m）2（1）","バス（1）","バス路線名（1）","バス停名称（1）","停歩（分）（1）","停歩（m）（1）","車（km）（1）","その他交通手段","交通（分）1","交通（m）2","現況","現況予定年月","入居時期","入居年月（西暦）","入居旬","取引態様","報酬形態","負担割合貸主","負担割合借主","配分割合元付","配分割合客付","報酬ヶ月","報酬額","賃料","賃料消費税","坪単価","㎡単価","保証金1（額）","保証金2（ヶ月）","権利金1（額）","権利金消費税（額）","権利金2（ヶ月）","礼金1（額）","礼金消費税（額）","礼金2（ヶ月）","敷金1（額）","敷金2（ヶ月）","償却コード","償却総額","償却月数","償却率","契約期間","契約期限（西暦）","解約引総額","解約引月数","解約引率","土地面積","面積計測方式","建物面積1","使用部分面積","バルコニー（テラス）面積","専用庭面積","施設費用項目（1）","施設費用（1）","用途地域（1）","用途地域（2）","登記簿地目","現況地目","都市計画","建ぺい率","容積率","地域地区","最適用途","地勢","建物賃貸借区分","建物賃貸借期間","建物賃貸借更新","管理費","管理組合有無","管理費消費税","共益費","共益費消費税","雑費","雑費消費税","その他月額費名称1","その他月額費用金額1","更新区分","更新料（額）","更新料（ヶ月）","保険加入義務","保険名称","保険料","保険期間","接道状況","接道種別1","接道接面1","接道位置指定1","接道方向1","接道幅員1","接道種別2","接道接面2","接道位置指定2","接道方向2","接道幅員2","接道種別3","接道接面3","接道位置指定3","接道方向3","接道幅員3","接道種別4","接道接面4","接道位置指定4","接道方向4","接道幅員4","接道舗装","間取タイプ（1）","間取部屋数（1）","部屋位置","納戸数","室所在階1（1）","室タイプ1（1）","室広さ1（1）","室数1（1）","室所在階2（1）","室タイプ2（1）","室広さ2（1）","室数2（1）","室所在階3（1）","室タイプ3（1）","室広さ3（1）","室数3（1）","室所在階4（1）","室タイプ4（1）","室広さ4（1）","室数4（1）","室所在階5（1）","室タイプ5（1）","室広さ5（1）","室数5（1）","室所在階6（1）","室タイプ6（1）","室広さ6（1）","室数6（1）","室所在階7（1）","室タイプ7（1）","室広さ7（1）","室数7（1）","間取りその他（1）","駐車場在否","駐車場月額","駐車場月額消費税","駐車場敷金（額）","駐車場敷金（ヶ月）","駐車場礼金（額）","駐車場礼金（ヶ月）","建物構造","建物工法","建物形式","地上階層","地下階層","所在階","築年月（西暦）","新築フラグ","バルコニー方向（1）","増改築年月1","増改築履歴1","増改築年月2","増改築履歴2","増改築年月3","増改築履歴3","周辺環境1（フリー）","距離1","時間1","周辺アクセス１","備考1","備考2","[賃貸]賃貸戸数","[賃貸]棟総戸数","[賃貸]連棟戸数","自社管理欄"
"100097582678","03","03","01","新菱テクニカルサービス（株）　","03-3359-6511","","03-3359-6511","","00","2019-02-27","2019-06-21","","","東京都","練馬区","平和台４丁目","２－５","アニマート平和台","","","","副都心線","平和台","8","640","","","","","","","","","","2","","1","","","1","2","","100.00","","100.00","","","74000","","9000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","28.06","2.95","","","","","","","","","","","","","","1","","","","","","6000","","","","","","","","","1","火災","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","2","","","","2","5.0","1","","2","4.0","1","","","","","","","","","","","","","","","","","","","","","洋　５・４","4","","","","","","","04","","","4","","1","200808","","3","","","","","","","","","","","","定期借家契約２年（再契約可）","","","",""
"100097602390","03","03","01","伊藤忠アーバンコミュニティ（株）　本社","0120-570-722","","0120-570-722","leasing-ml@itc-uc.co.jp","02","2019-02-28","2019-06-21","","","東京都","渋谷区","笹塚２丁目","","クリエ笹塚","202","","","京王線","笹塚","2","","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","80000","","14000","5000","","","","","","","","","","1.00","","","","","0200","","","","","","","","19.79","","","","","","","","","","","","","","","","","","","","","8000","","","","","","1","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","2","2","7.5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05","","","9","","2","200402","","5","","","","","","","","","","","","","","18","","９０００８５Ａ３"
"100097714577","03","03","01","パシフィック・ディベロップメントアンドマネージメント（株）　","03-3201-0033","","03-3201-0033","pdm-otoiawase@pdmcoltd.com","00","2019-03-05","2019-06-30","","","東京都","大田区","南千束３丁目","４－１４","ラティエラ大岡山","102","","","大井町線","大岡山","4","","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","92000","","11000","4000","","","","","","","","","","2.00","","","","","0200","","","","","","","","28.26","","","","","","","","","","","","","","","","","","9200","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","02","1","","","1","2","8.5","1","1","7","1.5","1","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","04","","","5","","1","200009","","5","","","","","","","","","","","ＡＤ５０％","","","","","５８８７００１０５７"
"100097841520","03","03","02","結家不動産コンサルティング（株）　","03-5937-5245","川口","090-3919-8395","y.kawa@musubiya0401.jp","02","2019-03-11","2019-07-01","","","東京都","葛飾区","柴又４丁目","３５－１７","テラス新柴又","102","","","北総線","新柴又","3","","","","","","","","","","","2","","2","","","2","2","","100.00","","100.00","","","57000","","10000","3000","","","","","","","","","","1.00","","","","","","","","","","","1","","19.61","","","","","","","","","","","","","","","","","","","2","","2000","","","","","","1","","1.00","1","","","2","1","","","","","","","","","","","","","","","","","","","","","","01","1","1","","1","2","7.0","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","201402","","","","","","","","","","","","","","","","","","ＡＤ１００％"
"100097992147","03","03","02","三立（株）　","03-6380-9538","三枝","03-6380-9538","","00","2019-03-19","2019-06-29","","","東京都","杉並区","松ノ木２丁目","２３","ライフピア松ノ木Ｂ棟","101","","","丸ノ内線","新高円寺","13","1040","","","","","","","","","","2","","1","","","2","3","100.00","","","100.00","","","49000","","18000","6000","","","","","","","","","","1.00","","","","","0200","","","","","","","","9.44","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","1","200805","","","","","","","","","","","","","","","","","",""
"100098132551","03","03","02","（株）タウンハウジング　","03-5809-1589","桜新町","0354262271","","02","2019-03-27","2019-07-09","","","東京都","世田谷区","宇奈根２丁目","３ー１２","プレ・ボヌール","201","","","田園都市線","二子玉川","","","9","","交通安全教育センター","7","","","","","","2","","","","","3","3","100.00","","","100.00","","","95000","","7000","2000","","","","","","","","","","1.00","","","","","","","","","","","","","49.06","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","1.00","1","","8400","1","","","","","","","","","","","","","","","","","","","","","","","03","2","1","","","3","6.2","","","2","7.5","","","2","7.0","","","","","","","","","","","","","","","","","","","3","11880","","","","","","01","","","2","","2","199906","","5","","","","","","","セブンイレブン","662","","","","スーパー８分・コンビニ９分・駒澤大学５分","","2","","３６６７３９２３－１"
"100098185676","03","03","02","（株）ＭＤＩ　新宿賃貸センター","03-5362-7160","新宿賃貸センター","0353617160","","02","2019-03-30","2019-06-30","","","東京都","世田谷区","桜丘５丁目","１７ー１６","コンフォルトⅣ","104","","","小田急線","千歳船橋","4","","","","","","","","","","","2","","","","","2","2","","100.00","","100.00","","","74000","","14000","4000","","","","","","","","","","1.00","","","","","","","","","","","","","18.50","","","","","","","","","","","","","","","","","","4000","","","","","","","","","","","1.00","1","","18000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","201612","","5","","","","","","","無印良品世田谷砧店","685","","","委託業務報酬：１００％","１年未満の解約は賃料＋管理費の１ヶ月分を頂きます","","8","","２８７７６３４４－１"
"100098186701","03","03","02","（株）長谷工ライブネット　","03-5419-9120","東京本社","0354199120","","02","2019-03-30","2019-06-30","","","東京都","大田区","仲六郷３丁目","６ー８","パソム仲六郷","0202","","","京浜急行線","雑色","6","","","","","","","","","","","2","","","","","2","2","","100.00","","100.00","","","50000","","17000","5000","","","","","","","","","","1.00","","","","","","","","","","","","","10.13","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","1.00","1","","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","09","","","2","","2","200109","","2","","","","","","","","","","","","","","12","","３７０８６２４９－１"
"100098206182","03","03","02","（株）Ｃ－ＮＥＴ　","047-470-1777","","","","02","2019-03-31","2019-06-30","","","東京都","文京区","千駄木４丁目","１９－１１","アイムタウン千駄木","102","","","山手線","西日暮里","8","","","","","","","","","","","2","","1","","","2","","","","","","","","96000","","11000","4000","","","","","","","","0.50","","1.00","","","","","","","","","","","","","29.25","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","1","","18000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","8.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","201702","","","","","","","","","","","","","","","","","",""
"100098294653","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2019-04-05","2019-07-07","","","東京都","世田谷区","北烏山７丁目","１０－１６","ピュールメゾン","202","","","京王線","千歳烏山","18","1440","7","","日本女子体育大学前","5","400","","","","","2","","2","","","3","2","","100.00","","100.00","","","64000","","10000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","23.10","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","6.0","1","","7","3.0","1","","","","","","","","","","","","","","","","","","","","","洋　６　Ｋ　３","3","16000","","","","","","01","","","2","","2","200109","","","","","","","","","","","","","","Ｊ：ＣＯＭ　ＮＥＴ１メガ無料","","","",""
"100098377756","03","03","02","（株）中央ビル管理　北千住営業所　","03-5813-1741","北千住営業所","0358131741","","02","2019-04-09","2019-07-08","","","東京都","足立区","足立２丁目","１２ー９","サウザンクレイン","104","","","伊勢崎線","五反野","10","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","52000","","11000","4000","","","","","","","","","","","","","","","","","","","","","","","16.27","","","","","","","","","","","","","","","","","","3000","","","","","","","ルームサポート２４費","1100","","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","7","2.7","","","2","4.5","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","200806","","7","","","","","","","セブンイレブン足立１丁目店","400","","","","","","12","","１７３６４１２－１"
