"物件番号","データ種類","物件種別","物件種目","会員名","代表電話番号","問合せ担当者（1）","問合せ電話番号（1）","Eメールアドレス（1）","図面","登録年月日","変更年月日","取引条件の有効期限","特優賃区分","都道府県名","所在地名1","所在地名2","所在地名3","建物名","部屋番号","その他所在地表示","棟番号","沿線略称（1）","駅名（1）","徒歩（分）1（1）","徒歩（m）2（1）","バス（1）","バス路線名（1）","バス停名称（1）","停歩（分）（1）","停歩（m）（1）","車（km）（1）","その他交通手段","交通（分）1","交通（m）2","現況","現況予定年月","入居時期","入居年月（西暦）","入居旬","取引態様","報酬形態","負担割合貸主","負担割合借主","配分割合元付","配分割合客付","報酬ヶ月","報酬額","賃料","賃料消費税","坪単価","㎡単価","保証金1（額）","保証金2（ヶ月）","権利金1（額）","権利金消費税（額）","権利金2（ヶ月）","礼金1（額）","礼金消費税（額）","礼金2（ヶ月）","敷金1（額）","敷金2（ヶ月）","償却コード","償却総額","償却月数","償却率","契約期間","契約期限（西暦）","解約引総額","解約引月数","解約引率","土地面積","面積計測方式","建物面積1","使用部分面積","バルコニー（テラス）面積","専用庭面積","施設費用項目（1）","施設費用（1）","用途地域（1）","用途地域（2）","登記簿地目","現況地目","都市計画","建ぺい率","容積率","地域地区","最適用途","地勢","建物賃貸借区分","建物賃貸借期間","建物賃貸借更新","管理費","管理組合有無","管理費消費税","共益費","共益費消費税","雑費","雑費消費税","その他月額費名称1","その他月額費用金額1","更新区分","更新料（額）","更新料（ヶ月）","保険加入義務","保険名称","保険料","保険期間","接道状況","接道種別1","接道接面1","接道位置指定1","接道方向1","接道幅員1","接道種別2","接道接面2","接道位置指定2","接道方向2","接道幅員2","接道種別3","接道接面3","接道位置指定3","接道方向3","接道幅員3","接道種別4","接道接面4","接道位置指定4","接道方向4","接道幅員4","接道舗装","間取タイプ（1）","間取部屋数（1）","部屋位置","納戸数","室所在階1（1）","室タイプ1（1）","室広さ1（1）","室数1（1）","室所在階2（1）","室タイプ2（1）","室広さ2（1）","室数2（1）","室所在階3（1）","室タイプ3（1）","室広さ3（1）","室数3（1）","室所在階4（1）","室タイプ4（1）","室広さ4（1）","室数4（1）","室所在階5（1）","室タイプ5（1）","室広さ5（1）","室数5（1）","室所在階6（1）","室タイプ6（1）","室広さ6（1）","室数6（1）","室所在階7（1）","室タイプ7（1）","室広さ7（1）","室数7（1）","間取りその他（1）","駐車場在否","駐車場月額","駐車場月額消費税","駐車場敷金（額）","駐車場敷金（ヶ月）","駐車場礼金（額）","駐車場礼金（ヶ月）","建物構造","建物工法","建物形式","地上階層","地下階層","所在階","築年月（西暦）","新築フラグ","バルコニー方向（1）","増改築年月1","増改築履歴1","増改築年月2","増改築履歴2","増改築年月3","増改築履歴3","周辺環境1（フリー）","距離1","時間1","周辺アクセス１","備考1","備考2","[賃貸]賃貸戸数","[賃貸]棟総戸数","[賃貸]連棟戸数","自社管理欄"
"100096989087","03","03","02","（株）大介　","03-5408-7735","新橋店","0354057821","","02","2019-01-29","2019-07-18","","","東京都","練馬区","南田中１丁目","１４ー３","ピュアガーデンミツミ","103","","","西武新宿線","井荻","12","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","51000","","10000","3000","","","","","","","","","","","","","","","","","","","","","","","18.63","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","1.00","1","","22000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","200206","","4","","","","","","","まいばすけっと南田中１丁目店","167","","","","","","","","４６５５７０８－１"
"100097002464","03","03","02","（株）ホワイトホームズ　鵜の木店　","03-3759-1512","","03-3759-1512","","02","2019-01-30","2019-07-19","","","東京都","大田区","鵜の木１丁目","５－１２","コートハウス鵜の木","102","","","東急多摩川","鵜の木","4","320","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","52000","","15000","5000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","12.04","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","火災","","","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","4.7","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　４．７","4","","","","","","","01","","","2","","1","201503","","","","","","","","","","","","","","洗濯機付き","","","","２０８３"
"100097117069","03","03","01","（株）ＣＲＳホーム　","03-6820-8892","","","","03","2019-02-04","2019-07-23","","","東京都","新宿区","高田馬場２丁目","８－１７","ＴＦマンション","203","","","山手線","高田馬場","5","","","","","","","","","","","1","","4","201907","1","","","","","","","","","72000","","13000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","19.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","03","","","3","","2","199900","","","","","","","","","","","","","■７月上旬退去予定■","","","","",""
"100097487832","03","03","01","三井ホームエステート（株）　東京南営業部","03-5773-4162","東京南営業部","0357734162","","02","2019-02-22","2019-07-03","","","東京都","世田谷区","中町３丁目","１５ー１２","ファインコート等々力","107","","","大井町線","等々力","10","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","48000","","9000","3000","","","","","","","","","","1.00","","","","","","","","","","","","","17.73","","","","","","","","","","","","","","","","","","10100","","","","","","","","","","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","7","2.3","","","2","6.4","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","04","","","4","","1","199103","","5","","","","","","","","","","","","","","26","","３６４３０３１４－１"
"100097497514","03","03","02","（株）ステージプランナー　","050-3628-2658","","03-5485-1018","s.p@stageplan.co.jp","02","2019-02-22","2019-07-22","","","東京都","目黒区","目黒本町２丁目","２２－５","ドルフ本町Ｂ棟","101","","","東横線","学芸大学","15","","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","56000","","11000","4000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","17.00","","","","","","","","","","","","","","","","","","3000","","","","","","","振替事務手数料（税別","300","1","","1.00","1","火災保険料","18000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","199205","","7","","","","","","","まいばすけっと　目黒本町２丁目店","198","","","駐輪場無料！","賃貸アパート！","","","","２１４２０－１０１"
"100097694718","03","03","02","（株）タイセイ・ハウジー　錦糸町営業所　","03-5669-6161","錦糸町営業所","0356696161","","02","2019-03-04","2019-07-16","","","東京都","江戸川区","松島１丁目","７ー１６","福田荘","301","","","総武中央線","新小岩","24","","","","","","","","","","","2","","","","","4","2","","100.00","","100.00","","","73000","","6000","2000","","","","","","","","","","1.00","","","","","","","","","","","","","47.09","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","3","7.5","","","2","7.5","","","1","6.0","","","","","","","","","","","","","","","","","","","2","","","","","","","08","","","3","","3","199306","","6","","","","","","","マックスバリュエクスプレス松島店","391","","","","","","3","","３６６３０２３９－１"
"100097816497","03","03","02","（株）エムズ・ウエスト　","03-5510-2225","川上","03-5510-2225","leasing@mswest.co.jp","02","2019-03-10","2019-07-19","","","東京都","葛飾区","堀切１丁目","１６－５","レジデンツ堀切","","","","京成本線","堀切菖蒲園","10","800","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","49000","","13000","4000","","","","","","","","","","","","","","","0200","","","","","","","","12.71","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","火災","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","6.5","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　６．５","","","","","","","","01","","","2","","1","201108","","","","","","","","","","","","","","礼金敷金０！２駅２路線利用可","","","","１０２９４１０４"
"100097841520","03","03","02","結家不動産コンサルティング（株）　","03-5937-5245","川口","090-3919-8395","y.kawa@musubiya0401.jp","02","2019-03-11","2019-07-22","","","東京都","葛飾区","柴又４丁目","３５－１７","テラス新柴又","102","","","北総線","新柴又","3","","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","57000","","10000","3000","","","","","","","","","","","","","","","","","","","","","1","","19.61","","","","","","","","","","","","","","","","","","","2","","2000","","","","","","1","","1.00","1","","15000","2","1","","","","","","","","","","","","","","","","","","","","","","01","1","1","","1","2","7.0","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","201402","","","","","","","","","","","","","フリーレント１ヶ月","","","","","ＡＤ１００％"
"100097873373","03","03","01","（株）ベスト・プロパティ　東京本社　","03-6864-0954","リーシング課","03-6864-0954","","02","2019-03-13","2019-07-18","","","東京都","杉並区","和泉１丁目","３１－２","日神パレステージ代田橋","516","","","京王線","代田橋","9","720","","","","","","","","","","2","","1","","","1","2","","100.00","","100.00","","","59000","","12000","4000","","","","","","","","","","","","","","","0200","","","","","","","","16.45","","","","","","","","","","","","","","","","","","5000","","","","","","","","","1","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　６","","","","","","","","04","","","5","1","5","199111","","1","","","","","","","","","","","","物件写真は、現状と異なる場合があります。","","","",""
"100097943355","03","03","02","（有）ランドエナジー　","03-3267-1757","","","","02","2019-03-16","2019-07-16","","","東京都","世田谷区","船橋１丁目","４０－５","プランドール・アン","203","","","小田急線","千歳船橋","6","","","","","","","","","","","2","","1","","","3","","","","","","","","49000","","11000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","16.02","","","","","","","","","","","","","","","1","0200","2","2000","2","","","","","","","","1","","1.00","1","","16000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","2","199503","","","","","","","","","","","","","","","","","",""
"100097964982","03","03","01","（株）山松赤羽営業所　","03-3903-0691","高山","03-3903-0691","","00","2019-03-18","2019-07-23","","","東京都","足立区","大谷田５丁目","１４－１６","第５小久保マンション","304","","","千代田線","北綾瀬","14","1120","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","66000","","5000","2000","","","","","","","","","","1.00","","","","","0200","","","","","","","","43.70","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","1","6.0","1","","2","6.0","1","","3","7.0","1","","","","","","","","","","","","","","","","","和６洋６ＤＫ７","1","12960","","","","","","03","","","3","","3","199111","","3","","","","","","","","","","","","","","","",""
"100097992147","03","03","02","三立（株）　","03-6380-9538","三枝","03-6380-9538","","00","2019-03-19","2019-06-29","","","東京都","杉並区","松ノ木２丁目","２３","ライフピア松ノ木Ｂ棟","101","","","丸ノ内線","新高円寺","13","1040","","","","","","","","","","2","","1","","","2","3","100.00","","","100.00","","","49000","","18000","6000","","","","","","","","","","1.00","","","","","0200","","","","","","","","9.44","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","1","200805","","","","","","","","","","","","","","","","","",""
"100098094149","03","03","02","（株）エムズ・ウエスト　","03-5510-2225","","","","02","2019-03-25","2019-07-19","","","東京都","葛飾区","堀切１丁目","１６－５","レジデンツ堀切","","","","京成本線","堀切菖蒲園","10","800","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","48000","","15000","5000","","","","","","","","","","","","","","","0200","","","","","","","","11.00","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","火災","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","5.5","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　５．５","","","","","","","","01","","","2","","1","201108","","7","","","","","","","","","","","","礼金敷金０！２駅２路線利用可","","","","１０２９４１０２"
"100098186701","03","03","02","（株）長谷工ライブネット　","03-5419-9120","東京本社","0354199120","","02","2019-03-30","2019-07-11","","","東京都","大田区","仲六郷３丁目","６ー８","パソム仲六郷","0202","","","京浜急行線","雑色","6","","","","","","","","","","","2","","","","","2","2","","100.00","","100.00","","","50000","","17000","5000","","","","","","","","","","1.00","","","","","","","","","","","","","10.13","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","1.00","1","","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","09","","","2","","2","200109","","2","","","","","","","","","","","","","","12","","３７０８６２４９－１"
"100098294653","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2019-04-05","2019-07-07","","","東京都","世田谷区","北烏山７丁目","１０－１６","ピュールメゾン","202","","","京王線","千歳烏山","18","1440","7","","日本女子体育大学前","5","400","","","","","2","","2","","","3","2","","100.00","","100.00","","","64000","","10000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","23.10","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","6.0","1","","7","3.0","1","","","","","","","","","","","","","","","","","","","","","洋　６　Ｋ　３","3","16000","","","","","","01","","","2","","2","200109","","","","","","","","","","","","","","Ｊ：ＣＯＭ　ＮＥＴ１メガ無料","","","",""
"100098308300","03","03","01","（株）明豊プロパティーズ　","050-3186-4344","","050-3186-4344","","02","2019-04-05","2019-07-22","","","東京都","練馬区","関町北２丁目","５－７","カスティージョ扇","102","","","西武新宿線","武蔵関","9","","","","","","","","","","","2","","1","","","1","2","","100.00","","100.00","","","39000","","8000","3000","","","","","","","","","","1.00","","","","","0200","","","","","","","","16.56","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","火災保険","20000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","2","2","6.1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","04","","","4","","1","199104","","5","","","","","","","","","","","","","","24","","１５１９０１－１０２"
"100098336955","03","03","01","日成商事（有）　","03-3890-6244","","","","02","2019-04-07","2019-07-05","","","東京都","足立区","保木間３丁目","３７－１３","プリムローズ","201","","","伊勢崎線","竹ノ塚","27","2160","","","","","","","","","","2","","2","","","3","2","","100.00","","100.00","","","47000","","10000","3000","","","","","","","","1.00","","","","","","","0200","","","","","","","","16.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","家財","19500","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","10000","","","","","","03","","","4","","2","199301","","","","","","","","","","","","","","ペット飼育の場合敷金１ヶ月","","","",""
"100098377756","03","03","02","（株）中央ビル管理　北千住営業所　","03-5813-1741","北千住営業所","0358131741","","02","2019-04-09","2019-07-08","","","東京都","足立区","足立２丁目","１２ー９","サウザンクレイン","104","","","伊勢崎線","五反野","10","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","52000","","11000","4000","","","","","","","","","","","","","","","","","","","","","","","16.27","","","","","","","","","","","","","","","","","","3000","","","","","","","ルームサポート２４費","1100","","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","7","2.7","","","2","4.5","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","200806","","7","","","","","","","セブンイレブン足立１丁目店","400","","","","","","12","","１７３６４１２－１"
"100098429822","03","03","02","（株）長谷工ライブネット　","03-5419-9120","東京本社","0354199120","","02","2019-04-12","2019-07-19","","","東京都","大田区","仲六郷３丁目","６ー８","パソム仲六郷","0105","","","京浜急行線","雑色","6","","","","","","","","","","","2","","3","201907","3","2","2","","100.00","","100.00","","","49000","","15000","5000","","","","","","","","","","1.00","","","","","","","","","","","","","11.14","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","1.00","1","","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","09","","","2","","1","200109","","2","","","","","","","","","","","","","","12","","２９８４９４４６－１"
"100098458911","03","03","02","（株）インフィニットルームワークス　","03-5291-1666","","","","03","2019-04-14","2019-07-17","","","東京都","杉並区","本天沼２丁目","１８－５","第２コーポ石原","206","","","中央線","荻窪","11","880","","","","","","","","","","2","","1","","","4","2","","100.00","","100.00","","","60000","","13000","4000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","16.00","","","","","","","","","","","","","","","","","","1000","","","","","","","口座引き落としサービ","1700","1","","1.00","1","","20500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","2","199212","","","","","","","","","","","","","","２４時間サービス家賃引落","","","",""
"100098499241","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園４０３","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","78500","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.75","3.00","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","8.8","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．８","","","","","","","","04","","","6","","4","201903","1","1","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
