"物件番号","データ種類","物件種別","物件種目","会員名","代表電話番号","問合せ担当者（1）","問合せ電話番号（1）","Eメールアドレス（1）","図面","登録年月日","変更年月日","取引条件の有効期限","特優賃区分","都道府県名","所在地名1","所在地名2","所在地名3","建物名","部屋番号","その他所在地表示","棟番号","沿線略称（1）","駅名（1）","徒歩（分）1（1）","徒歩（m）2（1）","バス（1）","バス路線名（1）","バス停名称（1）","停歩（分）（1）","停歩（m）（1）","車（km）（1）","その他交通手段","交通（分）1","交通（m）2","現況","現況予定年月","入居時期","入居年月（西暦）","入居旬","取引態様","報酬形態","負担割合貸主","負担割合借主","配分割合元付","配分割合客付","報酬ヶ月","報酬額","賃料","賃料消費税","坪単価","㎡単価","保証金1（額）","保証金2（ヶ月）","権利金1（額）","権利金消費税（額）","権利金2（ヶ月）","礼金1（額）","礼金消費税（額）","礼金2（ヶ月）","敷金1（額）","敷金2（ヶ月）","償却コード","償却総額","償却月数","償却率","契約期間","契約期限（西暦）","解約引総額","解約引月数","解約引率","土地面積","面積計測方式","建物面積1","使用部分面積","バルコニー（テラス）面積","専用庭面積","施設費用項目（1）","施設費用（1）","用途地域（1）","用途地域（2）","登記簿地目","現況地目","都市計画","建ぺい率","容積率","地域地区","最適用途","地勢","建物賃貸借区分","建物賃貸借期間","建物賃貸借更新","管理費","管理組合有無","管理費消費税","共益費","共益費消費税","雑費","雑費消費税","その他月額費名称1","その他月額費用金額1","更新区分","更新料（額）","更新料（ヶ月）","保険加入義務","保険名称","保険料","保険期間","接道状況","接道種別1","接道接面1","接道位置指定1","接道方向1","接道幅員1","接道種別2","接道接面2","接道位置指定2","接道方向2","接道幅員2","接道種別3","接道接面3","接道位置指定3","接道方向3","接道幅員3","接道種別4","接道接面4","接道位置指定4","接道方向4","接道幅員4","接道舗装","間取タイプ（1）","間取部屋数（1）","部屋位置","納戸数","室所在階1（1）","室タイプ1（1）","室広さ1（1）","室数1（1）","室所在階2（1）","室タイプ2（1）","室広さ2（1）","室数2（1）","室所在階3（1）","室タイプ3（1）","室広さ3（1）","室数3（1）","室所在階4（1）","室タイプ4（1）","室広さ4（1）","室数4（1）","室所在階5（1）","室タイプ5（1）","室広さ5（1）","室数5（1）","室所在階6（1）","室タイプ6（1）","室広さ6（1）","室数6（1）","室所在階7（1）","室タイプ7（1）","室広さ7（1）","室数7（1）","間取りその他（1）","駐車場在否","駐車場月額","駐車場月額消費税","駐車場敷金（額）","駐車場敷金（ヶ月）","駐車場礼金（額）","駐車場礼金（ヶ月）","建物構造","建物工法","建物形式","地上階層","地下階層","所在階","築年月（西暦）","新築フラグ","バルコニー方向（1）","増改築年月1","増改築履歴1","増改築年月2","増改築履歴2","増改築年月3","増改築履歴3","周辺環境1（フリー）","距離1","時間1","周辺アクセス１","備考1","備考2","[賃貸]賃貸戸数","[賃貸]棟総戸数","[賃貸]連棟戸数","自社管理欄"
"100093470927","03","03","01","ヘヤナビ（株）　","03-6803-1981","坂上ゆき","03-6803-1981","takenotsuka@heya-navi.co.jp","02","2018-07-26","2019-07-23","","","東京都","足立区","東伊興２丁目","５－１４","メグミハウス","202","","","伊勢崎線","竹ノ塚","18","1440","","","","","","","","","","2","","2","","","3","","","","","","","","53000","","6000","2000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","29.81","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","1","4.5","","","1","6.0","","","7","3.0","","","","","","","","","","","","","","","","","","","2","","","","","","","04","","","2","","2","198903","","4","","","","","","","セブンイレブン　草加谷塚上町店","404","","","１ヶ月フリーレント。","都市ガス、バス・トイレ別、エアコン付き。","","","",""
"100093671746","03","03","01","（株）寺村不動産　","047-324-4210","","047-324-4210","ichikawa@teramurafudosan.co.jp","00","2018-08-05","2019-07-15","","","東京都","江戸川区","南篠崎町３丁目","２４－１４","スペース瑞江","403","","","都営新宿線","瑞江","4","","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","94000","","8000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","44.00","","","","","","","","","","","","","","","","","","4000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","2","2","6.0","1","2","1","6.0","1","2","3","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","03","","","4","","4","199803","","6","","","","","","","デイリーヤマザキ　南篠崎２丁目店","75","","","","","","","","１６４６１"
"100094119917","03","03","01","（株）マルトミＡＭ　","03-3308-0321","","","","02","2018-08-31","2019-07-09","","","東京都","世田谷区","粕谷４丁目","６－１２","ベレトワール","101","","","京王線","千歳烏山","5","400","","","","","","","","","","2","","2","","","3","2","","100.00","","100.00","","","96000","","10000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","35.18","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","26000","2","","","","","","","","","","","","","","","","","","","","","","","03","1","1","","","2","6.5","1","","3","8.0","1","","","","","","","","","","","","","","","","","","","","","洋　６．５　ＤＫ　８","4","","","","","","","04","","","3","","1","200010","","","","","","","","","","","","","","女性限定","","","",""
"100094532381","03","03","02","スターツピタットハウス（株）　葛西店","03-3878-4141","","","","02","2018-09-21","2019-07-23","","","東京都","江戸川区","東葛西７丁目","１２－１３","藤美ハイツⅡ","0202","","","東西線","葛西","8","","","","","","","","","","","2","","","","","2","","","","","","","","68000","","7000","2000","","","","","","","","","","1.00","","","","","","","","","","","","","35.92","","","","","","","","","","","","","","","","","","","","","4000","","","","","","1","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","08","","","2","","2","198605","","3","","","","","","","","","","","","","","","",""
"100095794745","03","03","02","（株）東都不動産　吉祥寺店","0422-27-5101","吉祥寺店","0422275101","","02","2018-11-26","2019-07-20","","","東京都","練馬区","石神井台８丁目","２３ー３５","桜コーポ","102","","","中央線","吉祥寺","","","20","","西村","3","","","","","","2","","","","","4","2","","100.00","","100.00","","","65000","","7000","2000","","","","","","","","","","","","","","","","","","","","","","","35.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","3","6.0","","","1","6.0","","","2","4.5","","","","","","","","","","","","","","","","","","","3","15000","","","","","","01","","","2","","1","198802","","3","","","","","","","サークルＫ練馬富士街道店","368","","","","","","8","","３５０６２３８４－１"
"100096030366","03","03","02","（有）ランドエナジー　","03-3267-1757","","","","02","2018-12-08","2019-07-16","","","東京都","世田谷区","船橋１丁目","４０－５","プランドール・アン１０３","103","","","小田急線","千歳船橋","6","","","","","","","","","","","2","","1","","","3","","","","","","","","49000","","11000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","16.02","","","","","","","","","","","","","","","1","0200","2","2000","2","","","","","","","","1","","1.00","1","","16000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","199503","","","","","","","","","","","","","","","","","",""
"100096030446","03","03","02","（有）ランドエナジー　","03-3267-1757","","","","02","2018-12-08","2019-07-16","","","東京都","世田谷区","船橋１丁目","４０－５","プランドール・アン１０６","106","","","小田急線","千歳船橋","6","","","","","","","","","","","2","","1","","","3","","","","","","","","49000","","11000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","16.02","","","","","","","","","","","","","","","1","0200","2","2000","2","","","","","","","","1","","1.00","1","","16000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","199503","","","","","","","","","","","","","","","","","",""
"100096030679","03","03","02","（有）ランドエナジー　","03-3267-1757","","","","02","2018-12-08","2019-07-16","","","東京都","世田谷区","船橋１丁目","４０－５","プランドール・ドゥ　１０５","105","","","小田急線","千歳船橋","6","","","","","","","","","","","2","","1","","","3","","","","","","","","49000","","11000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","16.02","","","","","","","","","","","","","","","1","0200","2","2000","2","","","","","","","","1","","1.00","1","火災保険","16000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","1","","1","199503","","","","","","","","","","","","","","","","","",""
"100096053329","03","03","01","スターツピタットハウス（株）　東陽町店","03-5665-9339","","","","02","2018-12-09","2019-07-13","","","東京都","江東区","北砂５丁目","１０－１０","コムフォートⅠ　３０３","0303","","","都営新宿線","大島","18","","","","","","","","","","","2","","1","","","3","","","","","","","","90000","","7000","2000","","","","","","","","","","1.00","","","","","","","","","","","1","","45.45","","","","","","","","","","","","","","","","","","","2","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","05","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","03","","","3","","3","198805","","2","","","","","","","","","","","","","","","",""
"100096131629","03","03","02","（株）ハウステーションプロパティマネジメント　","03-5947-4557","","","","02","2018-12-14","2019-07-10","","","東京都","練馬区","土支田３丁目","２３－２１","シティハイムＯＺＡＷＡ　１０３","103","","","西武池袋線","石神井公園","28","2240","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","64000","","6000","2000","","","","","","","","","","","","","","","0200","","","","","","","","40.00","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","イオン","19800","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","2","6.0","2","","3","6.0","1","","","","","","","","","","","","","","","","","","","","","洋　６・６　ＤＫ　６","3","","","","","","","01","","","2","","1","198802","","5","","","","","","","","","","","","※ペット不可　楽器不可","","","",""
"100096229849","03","03","02","（株）東洋ハウスサポート　","03-5928-2928","発知","090-8583-5544","info@toyohs.com","02","2018-12-19","2019-07-06","","","東京都","練馬区","上石神井１丁目","１９－１３","シュロス上石神井","202","","","西武新宿線","上石神井","3","240","","","","","","","","","","2","","1","","","4","2","","100.00","","100.00","","","43000","","10000","3000","","","","","","","","","","1.00","","","","","0200","","","","","","","","15.00","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","4.6","1","","7","1.5","1","","","","","","","","","","","","","","","","","","","","","洋　４．６　Ｋ　１．５","4","","","","","","","01","","","2","","2","198601","","5","","","","","","","","","","","","","","","",""
"100096351777","03","03","02","（有）栄喜　","03-3869-8125","","","","00","2018-12-25","2019-07-23","","","東京都","江戸川区","中葛西２丁目","５－２０","ドミールハイツⅠ","202","","","東西線","葛西","15","1200","","","","","","","","","","2","","1","","","4","2","","100.00","","100.00","","","70000","","6000","2000","","","","","","","","","","1.00","","","","","0200","","","","","","","","45.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","03","2","","","","1","6.0","1","","2","6.0","1","","3","8.0","1","","","","","","","","","","","","","","","","","和　６　洋　６　ＤＫ　８","4","","","","","","","01","","","2","","2","198809","","","","","","","","","","","","","","小・中学校がすぐそば！","","","",""
"100096532678","03","03","01","ヘヤナビ（株）　","03-6803-1981","鍋倉梨里花","03-6803-1981","takenotsuka@heya-navi.co.jp","02","2019-01-08","2019-07-23","","","東京都","足立区","東伊興２丁目","５－１４","メグミハウス","203","","","伊勢崎線","竹ノ塚","16","1280","","","","","","","","","","2","","1","","","3","","","","","","","","53000","","6000","2000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","29.81","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","1","4.5","","","1","6.0","","","7","3.0","","","","","","","","","","","","","","","","","","","1","7560","350","","","","","04","","","2","","2","198903","","4","","","","","","","どらっぐぱぱす伊興町店","738","","","バストイレ別。収納力もあり非常","バストイレ別。収納力もあり非常にオススメです。この造りで賃料","","","",""
"100096550759","03","03","01","（株）テー・エム・ケー　","03-3269-8000","","","","02","2019-01-09","2019-07-03","","","東京都","新宿区","山吹町","","","","","","有楽町線","江戸川橋","5","400","","","","","","","","","","2","","1","","","4","2","","100.00","","100.00","","","89000","","11000","4000","","","","","","","","","","2.00","","","","","0200","","","","","","","","27.27","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","10.0","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　１０","","","","","","","","04","","","8","","2","198707","","5","","","","","","","","","","","","近隣にスーパー・商店街あり","","","",""
"100096818870","03","03","01","（株）ＬＤＫ　","03-6279-3350","","","","02","2019-01-21","2019-07-18","","","東京都","中野区","本町５丁目","２３－２","サンローゼ津田ＮＯ１","0502","","","丸ノ内方南","中野新橋","5","400","","","","","","","","","","2","","1","","","4","2","","100.00","","100.00","","","87000","","11000","4000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","28.00","","","","","","","","","","","","","","","","","","","","","8000","","","","","","1","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","02","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","洋４．５　洋４　Ｋ２．５","1","20000","","","","","","04","","","5","","5","198903","","5","","","","","","","","","","","","","","","","８１３００７０１０００００４８００００９"
"100096962074","03","03","01","山一産協（株）　","03-6278-7740","","","","02","2019-01-28","2019-07-15","","","東京都","江戸川区","南篠崎町１丁目","１２－７","アメニティ芦田Ⅰ","102","","","都営新宿線","瑞江","11","880","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","75000","","7000","2000","","","","","","","","","","1.00","","","","","0200","","","","","","","","38.34","","","","","","","","","","","","","","","","","","","","","4000","","","","","","1","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","03","2","1","","","1","6.0","1","","2","6.0","1","","3","6.0","1","","","","","","","","","","","","","","","","","和　６　洋　６　ＤＫ　６","1","12960","","","","","","03","","","3","","1","198709","","7","","","","","","","","","","","","駐車場付　　賃料￥１２９６０","","","",""
"100096968798","03","03","02","（株）ティーネットワーク　練馬富士見台店","03-5971-2880","練馬富士見台店","0359712880","","02","2019-01-28","2019-07-19","","","東京都","練馬区","石神井台５丁目","","","","","","西武池袋線","大泉学園","21","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","75000","","9000","3000","","","","","","","","","","1.00","","","","","","","","","","","","","30.00","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","2.00","1","","18000","2","","","","","","","","","","","","","","","","","","","","","","","05","1","1","","","4","9.0","","","2","5.0","","","","","","","","","","","","","","","","","","","","","","","3","12000","","","1.0","","","01","","","2","","2","199709","","4","","","","","","","スギ薬局石神井台店","800","","","","","","","","３６０３０８９３－１"
"100096968799","03","03","02","（株）ティーネットワーク　練馬富士見台店","03-5971-2880","練馬富士見台店","0359712880","","02","2019-01-28","2019-07-19","","","東京都","練馬区","石神井台５丁目","","","","","","西武池袋線","大泉学園","21","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","68000","","8000","3000","","","","","","","","","","1.00","","","","","","","","","","","","","30.00","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","1.00","1","","18000","2","","","","","","","","","","","","","","","","","","","","","","","05","1","1","","","4","9.0","","","2","5.0","","","","","","","","","","","","","","","","","","","","","","","3","12000","","","1.0","","","01","","","2","","2","199709","","4","","","","","","","スギ薬局石神井台店","800","","","","","","","","３６０３１０１６－１"
"100097064852","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2019-02-02","2019-07-09","","","東京都","世田谷区","南烏山３丁目","８－１１","フラワーハイツ","102","","","京王線","芦花公園","3","240","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","48000","","9000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","17.95","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　６","4","","","","","","","08","","","2","","1","198904","","5","","","","","","","","","","","","大型スーパー至近","","","",""
"100097072394","03","03","02","（株）ナミキ　","03-3975-6222","ちゃおちゃおハウス成増本店","0339390028","","02","2019-02-02","2019-07-13","","","東京都","練馬区","田柄１丁目","７ー１３","フジパレス","207","","","有楽町線","平和台","13","","","","","","","","","","","2","","","","","2","2","","100.00","","100.00","","","52000","","10000","3000","","","","","","","","","","1.00","","","","","","","","","","","","","18.00","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","0.50","1","","17000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","7","2.5","","","2","6.0","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","01","","","2","","2","198810","","7","","","","","","","ＩＭＡ","1400","","","","","","12","","２８１１１７０１－１"
