"物件番号","データ種類","物件種別","物件種目","会員名","代表電話番号","問合せ担当者（1）","問合せ電話番号（1）","Eメールアドレス（1）","図面","登録年月日","変更年月日","取引条件の有効期限","特優賃区分","都道府県名","所在地名1","所在地名2","所在地名3","建物名","部屋番号","その他所在地表示","棟番号","沿線略称（1）","駅名（1）","徒歩（分）1（1）","徒歩（m）2（1）","バス（1）","バス路線名（1）","バス停名称（1）","停歩（分）（1）","停歩（m）（1）","車（km）（1）","その他交通手段","交通（分）1","交通（m）2","現況","現況予定年月","入居時期","入居年月（西暦）","入居旬","取引態様","報酬形態","負担割合貸主","負担割合借主","配分割合元付","配分割合客付","報酬ヶ月","報酬額","賃料","賃料消費税","坪単価","㎡単価","保証金1（額）","保証金2（ヶ月）","権利金1（額）","権利金消費税（額）","権利金2（ヶ月）","礼金1（額）","礼金消費税（額）","礼金2（ヶ月）","敷金1（額）","敷金2（ヶ月）","償却コード","償却総額","償却月数","償却率","契約期間","契約期限（西暦）","解約引総額","解約引月数","解約引率","土地面積","面積計測方式","建物面積1","使用部分面積","バルコニー（テラス）面積","専用庭面積","施設費用項目（1）","施設費用（1）","用途地域（1）","用途地域（2）","登記簿地目","現況地目","都市計画","建ぺい率","容積率","地域地区","最適用途","地勢","建物賃貸借区分","建物賃貸借期間","建物賃貸借更新","管理費","管理組合有無","管理費消費税","共益費","共益費消費税","雑費","雑費消費税","その他月額費名称1","その他月額費用金額1","更新区分","更新料（額）","更新料（ヶ月）","保険加入義務","保険名称","保険料","保険期間","接道状況","接道種別1","接道接面1","接道位置指定1","接道方向1","接道幅員1","接道種別2","接道接面2","接道位置指定2","接道方向2","接道幅員2","接道種別3","接道接面3","接道位置指定3","接道方向3","接道幅員3","接道種別4","接道接面4","接道位置指定4","接道方向4","接道幅員4","接道舗装","間取タイプ（1）","間取部屋数（1）","部屋位置","納戸数","室所在階1（1）","室タイプ1（1）","室広さ1（1）","室数1（1）","室所在階2（1）","室タイプ2（1）","室広さ2（1）","室数2（1）","室所在階3（1）","室タイプ3（1）","室広さ3（1）","室数3（1）","室所在階4（1）","室タイプ4（1）","室広さ4（1）","室数4（1）","室所在階5（1）","室タイプ5（1）","室広さ5（1）","室数5（1）","室所在階6（1）","室タイプ6（1）","室広さ6（1）","室数6（1）","室所在階7（1）","室タイプ7（1）","室広さ7（1）","室数7（1）","間取りその他（1）","駐車場在否","駐車場月額","駐車場月額消費税","駐車場敷金（額）","駐車場敷金（ヶ月）","駐車場礼金（額）","駐車場礼金（ヶ月）","建物構造","建物工法","建物形式","地上階層","地下階層","所在階","築年月（西暦）","新築フラグ","バルコニー方向（1）","増改築年月1","増改築履歴1","増改築年月2","増改築履歴2","増改築年月3","増改築履歴3","周辺環境1（フリー）","距離1","時間1","周辺アクセス１","備考1","備考2","[賃貸]賃貸戸数","[賃貸]棟総戸数","[賃貸]連棟戸数","自社管理欄"
"100096989087","03","03","02","（株）大介　","03-5408-7735","新橋店","0354057821","","02","2019-01-29","2019-07-18","","","東京都","練馬区","南田中１丁目","１４ー３","ピュアガーデンミツミ","103","","","西武新宿線","井荻","12","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","51000","","10000","3000","","","","","","","","","","","","","","","","","","","","","","","18.63","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","1.00","1","","22000","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","200206","","4","","","","","","","まいばすけっと南田中１丁目店","167","","","","","","","","４６５５７０８－１"
"100097002464","03","03","02","（株）ホワイトホームズ　鵜の木店　","03-3759-1512","","03-3759-1512","","02","2019-01-30","2019-07-19","","","東京都","大田区","鵜の木１丁目","５－１２","コートハウス鵜の木","102","","","東急多摩川","鵜の木","4","320","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","52000","","15000","5000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","12.04","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","火災","","","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","4.7","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　４．７","4","","","","","","","01","","","2","","1","201503","","","","","","","","","","","","","","洗濯機付き","","","","２０８３"
"100097064959","03","03","01","（株）マルトミＡＭ　","03-3308-0321","","","","02","2019-02-02","2019-07-09","","","東京都","世田谷区","南烏山５丁目","１８－１０","カーサアマリリオ","206","","","京王線","千歳烏山","2","160","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","95000","","11000","4000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","28.71","3.00","","","","","","","","","","","","","","","","","7000","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","03","1","","","","2","6.7","1","","3","4.8","1","","","","","","","","","","","","","","","","","","","","","洋　６．７　ＤＫ　４．８","4","","","","","","","04","","","5","","2","200701","","5","","","","","","","","","","","","フリーレント１ヶ月","","","",""
"100097816497","03","03","02","（株）エムズ・ウエスト　","03-5510-2225","川上","03-5510-2225","leasing@mswest.co.jp","02","2019-03-10","2019-07-19","","","東京都","葛飾区","堀切１丁目","１６－５","レジデンツ堀切","","","","京成本線","堀切菖蒲園","10","800","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","49000","","13000","4000","","","","","","","","","","","","","","","0200","","","","","","","","12.71","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","火災","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","2","6.5","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　６．５","","","","","","","","01","","","2","","1","201108","","","","","","","","","","","","","","礼金敷金０！２駅２路線利用可","","","","１０２９４１０４"
"100097841520","03","03","02","結家不動産コンサルティング（株）　","03-5937-5245","川口","090-3919-8395","y.kawa@musubiya0401.jp","02","2019-03-11","2019-07-22","","","東京都","葛飾区","柴又４丁目","３５－１７","テラス新柴又","102","","","北総線","新柴又","3","","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","57000","","10000","3000","","","","","","","","","","","","","","","","","","","","","1","","19.61","","","","","","","","","","","","","","","","","","","2","","2000","","","","","","1","","1.00","1","","15000","2","1","","","","","","","","","","","","","","","","","","","","","","01","1","1","","1","2","7.0","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","201402","","","","","","","","","","","","","フリーレント１ヶ月","","","","","ＡＤ１００％"
"100097992147","03","03","02","三立（株）　","03-6380-9538","三枝","03-6380-9538","","00","2019-03-19","2019-06-29","","","東京都","杉並区","松ノ木２丁目","２３","ライフピア松ノ木Ｂ棟","101","","","丸ノ内線","新高円寺","13","1040","","","","","","","","","","2","","1","","","2","3","100.00","","","100.00","","","49000","","18000","6000","","","","","","","","","","1.00","","","","","0200","","","","","","","","9.44","","","","","","","","","","","","","","","","","","","","","3000","","","","","","1","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","1","200805","","","","","","","","","","","","","","","","","",""
"100098094149","03","03","02","（株）エムズ・ウエスト　","03-5510-2225","","","","02","2019-03-25","2019-07-19","","","東京都","葛飾区","堀切１丁目","１６－５","レジデンツ堀切","","","","京成本線","堀切菖蒲園","10","800","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","48000","","15000","5000","","","","","","","","","","","","","","","0200","","","","","","","","11.00","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","火災","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","2","5.5","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　５．５","","","","","","","","01","","","2","","1","201108","","7","","","","","","","","","","","","礼金敷金０！２駅２路線利用可","","","","１０２９４１０２"
"100098186701","03","03","02","（株）長谷工ライブネット　","03-5419-9120","東京本社","0354199120","","02","2019-03-30","2019-07-11","","","東京都","大田区","仲六郷３丁目","６ー８","パソム仲六郷","0202","","","京浜急行線","雑色","6","","","","","","","","","","","2","","","","","2","2","","100.00","","100.00","","","50000","","17000","5000","","","","","","","","","","1.00","","","","","","","","","","","","","10.13","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","1.00","1","","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","09","","","2","","2","200109","","2","","","","","","","","","","","","","","12","","３７０８６２４９－１"
"100098206182","03","03","02","（株）Ｃ－ＮＥＴ　","047-470-1777","","","","02","2019-03-31","2019-07-20","","","東京都","文京区","千駄木４丁目","１９－１１","アイムタウン千駄木","102","","","山手線","西日暮里","8","","","","","","","","","","","2","","1","","","2","","","","","","","","96000","","11000","4000","","","","","","","","0.50","","1.00","","","","","","","","","","","","","29.25","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","1","","18000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","8.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","201702","","","","","","","","","","","","","","","","","",""
"100098294653","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2019-04-05","2019-07-07","","","東京都","世田谷区","北烏山７丁目","１０－１６","ピュールメゾン","202","","","京王線","千歳烏山","18","1440","7","","日本女子体育大学前","5","400","","","","","2","","2","","","3","2","","100.00","","100.00","","","64000","","10000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","23.10","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","6.0","1","","7","3.0","1","","","","","","","","","","","","","","","","","","","","","洋　６　Ｋ　３","3","16000","","","","","","01","","","2","","2","200109","","","","","","","","","","","","","","Ｊ：ＣＯＭ　ＮＥＴ１メガ無料","","","",""
"100098320462","03","03","01","（株）タウンハウジング　","03-5809-1589","新小岩店","0356785679","","02","2019-04-06","2019-07-16","","","東京都","江戸川区","松本１丁目","","レグランナカノ６号館","","","","総武中央線","新小岩","23","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","99000","","6000","2000","","","","","","","","","","","","","","","","","","","","","","","56.87","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","1.00","1","","20000","2","","","","","","","","","","","","","","","","","","","","","","","05","2","","","","4","11.0","","","2","6.0","","","2","6.0","","","","","","","","","","","","","","","","","","","1","16200","","","","","","03","","","3","","2","200202","","6","","","","","","","小松川病院","1900","","","","使い勝手の良い間取りと豊富な設備。","","7","","３２１６９９５－１"
"100098377756","03","03","02","（株）中央ビル管理　北千住営業所　","03-5813-1741","北千住営業所","0358131741","","02","2019-04-09","2019-07-08","","","東京都","足立区","足立２丁目","１２ー９","サウザンクレイン","104","","","伊勢崎線","五反野","10","","","","","","","","","","","2","","","","","3","2","","100.00","","100.00","","","52000","","11000","4000","","","","","","","","","","","","","","","","","","","","","","","16.27","","","","","","","","","","","","","","","","","","3000","","","","","","","ルームサポート２４費","1100","","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","7","2.7","","","2","4.5","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","3","","1","200806","","7","","","","","","","セブンイレブン足立１丁目店","400","","","","","","12","","１７３６４１２－１"
"100098429822","03","03","02","（株）長谷工ライブネット　","03-5419-9120","東京本社","0354199120","","02","2019-04-12","2019-07-19","","","東京都","大田区","仲六郷３丁目","６ー８","パソム仲六郷","0105","","","京浜急行線","雑色","6","","","","","","","","","","","2","","3","201907","3","2","2","","100.00","","100.00","","","49000","","15000","5000","","","","","","","","","","1.00","","","","","","","","","","","","","11.14","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","1.00","1","","21500","2","","","","","","","","","","","","","","","","","","","","","","","01","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","09","","","2","","1","200109","","2","","","","","","","","","","","","","","12","","２９８４９４４６－１"
"100098499241","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園４０３","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","78500","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.75","3.00","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","8.8","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．８","","","","","","","","04","","","6","","4","201903","1","1","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
"100098499788","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園５０１","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","79000","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.69","2.88","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","8.9","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．９","","","","","","","","04","","","6","","5","201903","1","3","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
"100098499794","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園４０４","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","78000","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.72","2.95","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","8.8","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．８","","","","","","","","04","","","6","","4","201903","1","1","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
"100098499857","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園２０３","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","77000","","10000","3000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.75","3.00","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","8.8","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．８","","","","","","","","04","","","6","","2","201903","1","1","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
"100098499860","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園３０２","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","79000","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.88","3.93","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","9.9","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　９．９","","","","","","","","04","","","6","","3","201903","1","3","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
"100098499861","03","03","01","（株）ニッテイライフ　","03-4589-6900","","03-4589-6900","","02","2019-04-16","2019-07-04","","","東京都","練馬区","大泉学園町２丁目","１８－３８","セリュークス大泉学園６０３","","","","西武池袋線","大泉学園","12","960","","","","","","","","","","2","","1","","","2","2","","100.00","","100.00","","","80000","","11000","4000","","","","","","","","","","1.00","","","","","0200","","","1.00","","","","","25.75","3.00","","","","","","","","","","","","","","","","","10000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","1","","","2","8.8","1","","","","","","","","","","","","","","","","","","","","","","","","","洋　８．８","","","","","","","","04","","","6","","6","201903","1","1","","","","","","","","","","","","ペット保証金１ヶ月償却・保証会社必須","","","",""
